Date,Weekly Close,Weekly Volume,Weekly Volatility,Weekly Variance,14 Week MA Volatility,Weekly Weighted Volume,14 Week VWAP MA,,Multiple calculation,Buy/Sell Multiplier,,Price lower 2 SD,price upper 2 SD,Price lower 3 SD,price upper 3 SD,Price lower 4 SD,price upper 4 SD,,AVG,MIN,MAX,AVG VAR,SD
,,,,,,,,,,,,,,,,,,,1.27%,-100.00%,45.94%,1.10%,10.51%
1-13-2025,"$94,375.73","$338,967,010,865",-7.64%,0.79%,9.79%,"$31,990,259,096,302,300","$90,734.63",,100.00%,,,"$72,964.41","$108,504.84","$64,079.30","$117,389.95","$55,194.20","$126,275.06",100.00%,,,,,
1-20-2025,"$102,589.00","$431,218,741,018",8.70%,0.55%,9.88%,"$44,238,299,422,295,600","$92,447.96",,100.00%,,,"$74,187.51","$110,708.41","$65,057.28","$119,838.64","$55,927.05","$128,968.86",100.00%,,,,,
1-27-2025,"$101,907.45","$471,816,874,719",-0.66%,0.04%,9.94%,"$48,081,654,569,582,800","$94,197.45",,100.00%,,,"$75,480.02","$112,914.88","$66,121.30","$122,273.60","$56,762.59","$131,632.32",100.00%,,,,,
2-3-2025,"$101,582.41","$293,750,824,274",-0.32%,0.03%,9.98%,"$29,839,916,669,239,400","$95,418.61",,100.00%,,,"$76,364.62","$114,472.59","$66,837.62","$123,999.59","$57,310.63","$133,526.58",100.00%,,,,,
2-10-2025,"$97,375.23","$388,753,129,798",-4.14%,0.29%,10.04%,"$37,854,925,427,300,100","$96,823.29",,100.00%,,,"$77,374.17","$116,272.40","$67,649.61","$125,996.96","$57,925.05","$135,721.52",100.00%,,,,,
2-17-2025,"$95,790.51","$230,337,481,014",-1.63%,0.08%,6.01%,"$22,064,144,778,446,400","$97,373.56",,100.00%,,,"$85,672.03","$109,075.10","$79,821.27","$114,925.86","$73,970.50","$120,776.63",100.00%,,,,,
2-24-2025,"$91,869.65","$210,283,176,728",-4.09%,0.29%,6.13%,"$19,318,641,846,889,500","$97,947.11",,100.00%,,,"$85,942.17","$109,952.05","$79,939.70","$115,954.52","$73,937.23","$121,956.99",100.00%,,,,,
3-3-2025,"$86,315.93","$424,642,208,809",-6.05%,0.54%,6.29%,"$36,653,387,170,603,000","$97,458.90",,100.00%,,,"$85,195.39","$109,722.41","$79,063.64","$115,854.16","$72,931.89","$121,985.91",100.00%,,,,,
3-10-2025,"$79,005.96","$351,467,410,238",-8.47%,0.95%,6.58%,"$27,768,020,154,567,000","$96,374.46",,234.03%,2,,"$83,691.56","$109,057.37","$77,350.10","$115,398.83","$71,008.65","$121,740.28",234.03%,,,,,
3-17-2025,"$84,013.95","$245,099,235,090",6.34%,0.26%,6.85%,"$20,591,754,881,889,500","$95,658.04",,100.00%,,,"$82,561.43","$108,754.66","$76,013.12","$115,302.97","$69,464.81","$121,851.28",100.00%,,,,,
3-24-2025,"$87,322.57","$154,637,791,297",3.94%,0.07%,6.44%,"$13,503,369,355,177,700","$94,234.36",,100.00%,,,"$82,091.89","$106,376.84","$76,020.65","$112,448.08","$69,949.41","$118,519.32",100.00%,,,,,
3-31-2025,"$82,461.45","$181,637,739,548",-5.57%,0.47%,6.02%,"$14,978,111,377,850,400","$93,660.54",,100.00%,,,"$82,381.96","$104,939.12","$76,742.67","$110,578.41","$71,103.38","$116,217.70",100.00%,,,,,
4-7-2025,"$79,421.80","$237,449,686,690",-3.69%,0.25%,6.06%,"$18,858,681,526,355,800","$92,938.12",,223.94%,2,,"$81,680.47","$104,195.76","$76,051.65","$109,824.58","$70,422.83","$115,453.40",223.94%,,,,,
4-14-2025,"$84,589.03","$363,220,466,107",6.51%,0.27%,5.56%,"$30,724,466,904,139,000","$91,704.79",,100.00%,,,"$81,506.25","$101,903.33","$76,406.98","$107,002.60","$71,307.71","$112,101.86",100.00%,,,,,
4-21-2025,"$87,360.72","$155,677,486,406",3.28%,0.04%,5.35%,"$13,600,097,300,218,400","$91,322.75",,100.00%,,,"$81,552.56","$101,092.93","$76,667.47","$105,978.03","$71,782.38","$110,863.12",100.00%,,,,,
4-28-2025,"$95,066.02","$247,116,398,033",8.82%,0.57%,5.36%,"$23,492,372,437,733,100","$90,328.49",,100.00%,,,"$80,636.74","$100,020.23","$75,790.87","$104,866.11","$70,944.99","$109,711.98",100.00%,,,,,
5-5-2025,"$94,853.73","$179,785,916,926",-0.22%,0.02%,5.36%,"$17,053,364,821,901,200","$89,059.45",,100.00%,,,"$79,504.43","$98,614.47","$74,726.92","$103,391.98","$69,949.40","$108,169.49",100.00%,,,,,
5-12-2025,"$102,920.07","$329,648,419,633",8.50%,0.52%,5.87%,"$33,927,438,424,017,700","$89,300.14",,-33.38%,-2,,"$78,822.33","$99,777.95","$73,583.43","$105,016.85","$68,344.52","$110,255.76",-33.38%,,,,,
5-19-2025,"$105,615.83","$344,395,798,973",2.62%,0.02%,5.75%,"$36,373,648,157,046,500","$89,978.54",,-24.12%,-3,,"$79,623.26","$100,333.83","$74,445.62","$105,511.47","$69,267.98","$110,689.11",-24.12%,,,,,
5-26-2025,"$109,371.99","$407,490,594,865",3.56%,0.05%,5.76%,"$44,568,057,266,668,800","$91,691.22",,-26.93%,-3,,"$81,133.22","$102,249.23","$75,854.21","$107,528.23","$70,575.21","$112,807.24",-26.93%,,,,,
6-2-2025,"$105,899.70","$342,628,955,292",-3.17%,0.20%,5.70%,"$36,284,303,576,736,200","$92,909.59",,-22.56%,-2,,"$82,320.67","$103,498.52","$77,026.20","$108,792.99","$71,731.74","$114,087.45",-22.56%,,,,,
6-9-2025,"$110,198.16","$317,888,269,963",4.06%,0.08%,5.34%,"$35,030,702,435,505,900","$95,059.79",,-23.97%,-2,,"$84,901.65","$105,217.93","$79,822.58","$110,297.00","$74,743.51","$115,376.07",-23.97%,,,,,
6-16-2025,"$107,243.93","$361,795,536,525",-2.68%,0.16%,4.66%,"$38,800,375,193,399,500","$97,657.86",,-20.53%,-2,,"$88,556.44","$106,759.29","$84,005.72","$111,310.01","$79,455.01","$115,860.72",-20.53%,,,,,
6-23-2025,"$105,496.95","$345,832,029,969",-1.63%,0.08%,4.62%,"$36,484,224,374,038,100","$99,183.39",,100.00%,,,"$90,027.15","$108,339.63","$85,449.03","$112,917.74","$80,870.92","$117,495.86",100.00%,,,,,
6-30-2025,"$107,153.10","$320,503,132,421",1.57%,0.00%,4.57%,"$34,342,904,198,620,700","$100,244.66",,100.00%,,,"$91,078.03","$109,411.29","$86,494.72","$113,994.61","$81,911.40","$118,577.92",100.00%,,,,,
7-7-2025,"$108,249.40","$302,896,897,483",1.02%,0.00%,4.10%,"$32,788,407,414,396,300","$101,573.21",,100.00%,,,"$93,253.42","$109,893.00","$89,093.52","$114,052.89","$84,933.62","$118,212.79",100.00%,,,,,
7-14-2025,"$119,871.10","$425,010,937,713",10.74%,0.90%,4.35%,"$50,946,528,615,688,800","$104,506.82",,-47.07%,-3,,"$95,413.43","$113,600.20","$90,866.74","$118,146.90","$86,320.05","$122,693.59",-47.07%,,,,,
7-21-2025,"$117,432.44","$607,619,761,231",-2.03%,0.11%,4.43%,"$71,354,271,153,573,700","$107,725.14",,-19.01%,-2,,"$98,181.51","$117,268.76","$93,409.70","$122,040.57","$88,637.89","$126,812.38",-19.01%,,,,,
7-28-2025,"$118,022.64","$496,322,967,466",0.50%,0.01%,4.45%,"$58,577,346,912,971,400","$109,371.84",,100.00%,,,"$99,632.93","$119,110.75","$94,763.47","$123,980.21","$89,894.01","$128,849.67",100.00%,,,,,
8-4-2025,"$115,199.93","$462,592,499,602",-2.39%,0.13%,4.18%,"$53,290,623,572,675,400","$110,560.01",,100.00%,,,"$101,313.46","$119,806.56","$96,690.18","$124,429.83","$92,066.90","$129,053.11",100.00%,,,,,
8-11-2025,"$118,742.04","$395,725,770,752",3.07%,0.03%,4.17%,"$46,989,285,299,664,800","$111,670.12",,100.00%,,,"$102,351.32","$120,988.92","$97,691.92","$125,648.32","$93,032.52","$130,307.73",100.00%,,,,,
8-18-2025,"$116,312.91","$520,847,323,413",-2.05%,0.11%,3.78%,"$60,581,267,851,877,200","$112,608.38",,100.00%,,,"$104,089.19","$121,127.58","$99,829.59","$125,387.17","$95,569.99","$129,646.77",100.00%,,,,,
8-25-2025,"$110,089.53","$482,123,824,127",-5.35%,0.44%,4.10%,"$53,076,785,199,944,100","$112,814.59",,100.00%,,,"$103,569.65","$122,059.53","$98,947.18","$126,682.00","$94,324.71","$131,304.47",100.00%,,,,,
9-1-2025,"$108,992.32","$453,416,228,500",-1.00%,0.05%,4.00%,"$49,418,886,669,865,100","$112,757.99",,100.00%,,,"$103,726.31","$121,789.68","$99,210.47","$126,305.52","$94,694.63","$130,821.36",100.00%,,,,,
9-8-2025,"$112,112.31","$369,258,523,185",2.86%,0.03%,3.96%,"$41,398,426,021,458,900","$113,118.19",,100.00%,,,"$104,168.25","$122,068.14","$99,693.28","$126,543.11","$95,218.31","$131,018.08",100.00%,,,,,
9-15-2025,"$115,420.93","$310,393,050,143",2.95%,0.03%,3.89%,"$35,825,854,513,041,700","$113,398.84",,100.00%,,,"$104,577.76","$122,219.92","$100,167.22","$126,630.46","$95,756.68","$131,041.00",100.00%,,,,,
9-22-2025,"$116,157.11","$208,704,902,037",0.64%,0.00%,3.79%,"$24,242,558,263,451,000","$113,890.40",,100.00%,,,"$105,264.29","$122,516.50","$100,951.24","$126,829.55","$96,638.19","$131,142.60",100.00%,,,,,
9-29-2025,$0.00,,-100.00%,102.56%,27.20%,,,,437.71%,4,,,,,,,,637.71%,,,,,
10-6-2025,$0.00,,,,28.21%,,,,238.72%,4,,,,,,,,238.72%,,,,,
10-13-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
10-20-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
10-27-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
11-3-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
11-10-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
11-17-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
11-24-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
12-1-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
12-8-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
12-15-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
12-22-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
12-29-2025,$0.00,,,,,,,,,,,,,,,,,#VALUE!,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
